final-data-24h/john-connelly/1	10
final-data-24h/gary-richards/1	7
final-data-24h/john-farquhar/1	1
final-data-24h/karl-heinz/1	20
final-data-24h/thomas-madigage/1	10
final-data-24h/dieter-pfaff/1	15
final-data-24h/con-houlihan/1	8
final-data-24h/harry-reems/1	15
final-data-24h/bill-lynch/1	20
final-data-24h/chris-kelly/2	19
final-data-24h/chris-kelly/1	17
final-data-24h/richard-ben-cramer/1	13
final-data-24h/vince-lovegrove/1	3
final-data-24h/david-johnson/1	19
final-data-24h/ron-davies/1	17
final-data-24h/jim-irwin/1	1
final-data-24h/kristian-gidlund/1	21
final-data-24h/al-neuharth/1	16
final-data-24h/kate-barry/1	24
final-data-24h/frank-pastore/1	12
final-data-24h/chief-jay-strongbow/2	4
final-data-24h/chief-jay-strongbow/1	4
final-data-24h/mindy-mccready/1	14
final-data-24h/orlando-woolridge/1	6
final-data-24h/jody-payne/1	20
final-data-24h/beano-cook/1	10
final-data-24h/chris-bailey/1	16
final-data-24h/greg-willard/1	16
final-data-24h/zak-van-niekerk/1	3
final-data-24h/reggie-lewis/1	19
final-data-24h/frank-davis/1	24
final-data-24h/steve-clark/1	13
final-data-24h/mick-morris/1	18
final-data-24h/deron-williams/1	24
final-data-24h/john-michuki/1	2
final-data-24h/robert-enke/2	23
final-data-24h/robert-enke/1	11
final-data-24h/barton-biggs/1	7
final-data-24h/gypie-mayo/1	22
final-data-24h/paul-mckeever/1	13
final-data-24h/joe-aiello/1	17
final-data-24h/diggy-simmons/2	16
final-data-24h/diggy-simmons/1	4
final-data-24h/mark-sanchez/1	12
final-data-24h/andy-whitfield/2	9
final-data-24h/andy-whitfield/3	16
final-data-24h/andy-whitfield/1	1
final-data-24h/andy-whitfield/4	21
final-data-24h/mehdi-hassan/2	6
final-data-24h/mehdi-hassan/1	1
final-data-24h/king-stitt/1	2
final-data-24h/peter-jones/1	5
final-data-24h/brittany-murphy/2	23
final-data-24h/brittany-murphy/3	24
final-data-24h/brittany-murphy/1	1
final-data-24h/chris-marker/1	7
final-data-24h/franco-califano/1	15
final-data-24h/brian-griffin/1	23
final-data-24h/george-hickman/1	8
final-data-24h/gus-triandos/1	15
final-data-24h/michael-ansara/1	20
final-data-24h/tsilla-chelton/1	7
final-data-24h/gil-noble/1	4
final-data-24h/bob-kennedy/1	4
final-data-24h/steve-bridges/1	3
final-data-24h/allan-sekula/1	20
final-data-24h/diosa-canales/1	18
final-data-24h/dallas-willard/1	17
final-data-24h/richard-alf/1	1
final-data-24h/don-ritchie/2	23
final-data-24h/don-ritchie/3	24
final-data-24h/don-ritchie/1	5
final-data-24h/ingrid-visser/1	17
final-data-24h/bobby-robson/2	19
final-data-24h/bobby-robson/1	7
final-data-24h/john-farrell/1	9
final-data-24h/hank-the-angry-drunken-dwarf/1	4
final-data-24h/bradley-nowell/2	14
final-data-24h/bradley-nowell/3	17
final-data-24h/bradley-nowell/1	5
final-data-24h/larry-lujack/1	24
final-data-24h/mel-smith/1	19
final-data-24h/chris-benoit/2	18
final-data-24h/chris-benoit/1	6
final-data-24h/tony-grealish/1	16
final-data-24h/nuryn-sanlley/1	5
final-data-24h/colin-tarrant/1	1
final-data-24h/sean-smith/1	9
final-data-24h/ian-banks/1	18
final-data-24h/germano-mosconi/1	3
final-data-24h/steve-kelly/1	21
final-data-24h/el-prieto/1	23
final-data-24h/bill-eppridge/1	22
final-data-24h/jim-fuller/1	21
final-data-24h/rachel-berry/1	1
final-data-24h/jason-terry/1	15
final-data-24h/james-hunt/1	18
final-data-24h/dennis-viollet/1	15
final-data-24h/ghislaine-dupont/1	23
final-data-24h/william-shakespeare/1	16
final-data-24h/david-jones/1	2
final-data-24h/jacques-barzun/1	10
final-data-24h/bernard-parmegiani/1	23
final-data-24h/chris-lighty/2	10
final-data-24h/chris-lighty/3	14
final-data-24h/chris-lighty/1	8
final-data-24h/chris-lighty/4	20
final-data-24h/james-simon/1	6
final-data-24h/ray-guy/1	17
final-data-24h/tonino-guerra/1	3
final-data-24h/margaret-thatcher/2	16
final-data-24h/margaret-thatcher/1	8
final-data-24h/bill-hinzman/1	2
final-data-24h/him-damsyik/1	2
final-data-24h/malcolm-shabazz/1	17
final-data-24h/charlie-adam/1	12
final-data-24h/spencer-pratt/1	2
final-data-24h/johnny-depp/1	7
final-data-24h/junior-seau/2	17
final-data-24h/junior-seau/3	21
final-data-24h/junior-seau/1	5
final-data-24h/sluggy-ranks/1	7
final-data-24h/ertjies-bezuidenhout/1	2
final-data-24h/erik-rhodes/1	6
final-data-24h/la-fouine/1	19
final-data-24h/laura-bozzo/1	1
final-data-24h/phillip-leishman/1	14
final-data-24h/martin-shikuku/1	8
final-data-24h/kendrick-lamar/2	20
final-data-24h/kendrick-lamar/1	16
final-data-24h/kevin-wright/1	19
final-data-24h/gil-scott-heron/2	22
final-data-24h/gil-scott-heron/1	2
final-data-24h/maurice-chevit/1	7
final-data-24h/nick-cardy/1	23
final-data-24h/tim-tebow/2	20
final-data-24h/tim-tebow/1	1
final-data-24h/carlo-rambaldi/1	8
final-data-24h/henry-hill/1	6
final-data-24h/rituparno-ghosh/1	17
final-data-24h/arthur-ochs-sulzberger/1	9
final-data-24h/derrick-thomas/1	14
final-data-24h/richard-burns/1	23
final-data-24h/marcus-johnson/1	24
final-data-24h/mahatma-gandhi/1	13
final-data-24h/zac-efron/2	20
final-data-24h/zac-efron/1	15
final-data-24h/selorm-kuadey/1	1
final-data-24h/ron-fenton/1	21
final-data-24h/frank-carson/1	2
final-data-24h/gary-moore/2	14
final-data-24h/gary-moore/3	16
final-data-24h/gary-moore/1	2
final-data-24h/mick-aston/1	18
final-data-24h/john-eisenhower/1	24
final-data-24h/lamar-odom/1	20
final-data-24h/besik-kudukhov/1	24
final-data-24h/chad-everett/1	7
final-data-24h/selena-gomez/2	3
final-data-24h/selena-gomez/3	17
final-data-24h/selena-gomez/1	2
final-data-24h/dwight-howard/1	16
final-data-24h/pat-summerall/1	16
final-data-24h/anne-mccaffrey/1	23
final-data-24h/bobby-sands/2	17
final-data-24h/bobby-sands/1	5
final-data-24h/ajmal-kasab/1	11
final-data-24h/vidal-sassoon/1	5
final-data-24h/ayrton-senna/2	17
final-data-24h/ayrton-senna/1	5
final-data-24h/cotton-owens/1	6
final-data-24h/gerry-anderson/1	12
final-data-24h/james-fitzgerald/1	10
final-data-24h/david-luiz/1	18
final-data-24h/ian-turpie/1	3
final-data-24h/pierre-tornade/1	3
final-data-24h/richard-collins/1	16
final-data-24h/jack-klugman/1	12
final-data-24h/esther-williams/1	18
final-data-24h/sergio-oliva/1	11
final-data-24h/ruth-prawer-jhabvala/1	16
final-data-24h/thierry-gilardi/1	15
final-data-24h/eddie-romero/1	17
final-data-24h/don-francisco/1	24
final-data-24h/michael-robinson/1	20
final-data-24h/piermario-morosini/2	16
final-data-24h/piermario-morosini/1	4
final-data-24h/david-paul/1	24
final-data-24h/nick-foles/1	11
final-data-24h/mika-ahola/1	1
final-data-24h/scott-mckenzie/1	8
final-data-24h/varsha-bhosle/1	10
final-data-24h/bob-perani/1	4
final-data-24h/michel-brault/1	21
final-data-24h/michael-winner/1	13
final-data-24h/glen-doherty/1	9
final-data-24h/alex-williams/1	8
final-data-24h/phil-collins/1	16
final-data-24h/junior-heffernan/1	15
final-data-24h/silvia-seidel/1	8
final-data-24h/james-gandolfini/2	21
final-data-24h/james-gandolfini/1	18
final-data-24h/kris-jenner/1	8
final-data-24h/steve-prescott/2	23
final-data-24h/steve-prescott/1	23
final-data-24h/jim-tucker/1	16
final-data-24h/brian-greenhoff/1	17
final-data-24h/lil-wayne/6	24
final-data-24h/lil-wayne/5	19
final-data-24h/lil-wayne/2	10
final-data-24h/lil-wayne/3	15
final-data-24h/lil-wayne/1	2
final-data-24h/lil-wayne/4	17
final-data-24h/al-rio/1	1
final-data-24h/peter-rauhofer/1	17
final-data-24h/mitch-hedberg/2	11
final-data-24h/mitch-hedberg/3	15
final-data-24h/mitch-hedberg/1	3
final-data-24h/george-lindsey/1	5
final-data-24h/cal-worthington/1	21
final-data-24h/jon-lord/2	19
final-data-24h/jon-lord/1	7
final-data-24h/josh-davis/1	24
final-data-24h/andrew-scott/1	18
final-data-24h/danny-boy/1	22
final-data-24h/asghar-ali-engineer/1	17
final-data-24h/bert-trautmann/1	19
final-data-24h/layne-staley/2	16
final-data-24h/layne-staley/1	4
final-data-24h/john-hollander/1	20
final-data-24h/susilo-bambang-yudhoyono/1	2
final-data-24h/sudono-salim/1	6
final-data-24h/jarrod-polson/1	11
final-data-24h/the-first-american/1	7
final-data-24h/joel-goldsmith/1	4
final-data-24h/georges-lautner/1	23
final-data-24h/michael-schumacher/1	24
final-data-24h/sean-fallon/1	13
final-data-24h/stephen-gately/1	10
final-data-24h/patrick-troughton/1	3
final-data-24h/felix-baumgartner/1	10
final-data-24h/colin-cameron/1	12
final-data-24h/april-jones/2	17
final-data-24h/april-jones/3	21
final-data-24h/april-jones/1	10
final-data-24h/marcia-wallace/1	22
final-data-24h/malcolm-x/2	14
final-data-24h/malcolm-x/3	17
final-data-24h/malcolm-x/1	2
final-data-24h/sarah-crane/1	24
final-data-24h/derek-watkins/1	15
final-data-24h/dave-jennings/1	18
final-data-24h/richard-rodney-bennett/1	12
final-data-24h/shane-del-rosario/1	23
final-data-24h/angelo-dundee/1	2
final-data-24h/greyson-chance/1	1
final-data-24h/lourdes-canale/1	8
final-data-24h/joe-kubert/1	8
final-data-24h/chua-boon-huat/1	19
final-data-24h/yash-chopra/1	10
final-data-24h/ice-cube/1	9
final-data-24h/jeremy-lusk/1	2
final-data-24h/deanna-durbin/1	17
final-data-24h/carlos-vives/1	11
final-data-24h/eddie-murphy/6	24
final-data-24h/eddie-murphy/5	16
final-data-24h/eddie-murphy/2	7
final-data-24h/eddie-murphy/3	7
final-data-24h/eddie-murphy/1	2
final-data-24h/eddie-murphy/4	8
final-data-24h/charlotte-bacon/1	12
final-data-24h/runako-morton/1	3
final-data-24h/fat-pat/2	2
final-data-24h/fat-pat/3	12
final-data-24h/fat-pat/1	1
final-data-24h/the-child-of-lov/1	24
final-data-24h/carmelo-anthony/1	2
final-data-24h/felix-dexter/2	23
final-data-24h/felix-dexter/1	22
final-data-24h/michel-duchaussoy/1	3
final-data-24h/gary-david-goldberg/1	18
final-data-24h/syd-barrett/2	19
final-data-24h/syd-barrett/1	7
final-data-24h/bobby-parks/1	15
final-data-24h/king-billy/1	24
final-data-24h/wade-belak/1	8
final-data-24h/paul-oliver/1	21
final-data-24h/david-collins/1	19
final-data-24h/kevin-black/1	14
final-data-24h/steve-irwin/2	13
final-data-24h/steve-irwin/3	21
final-data-24h/steve-irwin/1	9
final-data-24h/justin-bieber/6	12
final-data-24h/justin-bieber/5	10
final-data-24h/justin-bieber/2	1
final-data-24h/justin-bieber/3	5
final-data-24h/justin-bieber/1	1
final-data-24h/justin-bieber/7	12
final-data-24h/justin-bieber/4	9
final-data-24h/jack-walker/1	20
final-data-24h/rusi-surti/1	13
final-data-24h/demi-lovato/1	13
final-data-24h/vilasrao-deshmukh/1	8
final-data-24h/clive-burr/1	15
final-data-24h/henry-allen/1	22
final-data-24h/red-burns/1	20
final-data-24h/ken-norton/1	21
final-data-24h/jeroen-willems/1	12
final-data-24h/andy-reid/1	11
final-data-24h/farooq-sheikh/1	24
final-data-24h/louis-luyt/1	14
final-data-24h/axl-rose/1	4
final-data-24h/chris-loftus/2	16
final-data-24h/chris-loftus/1	4
final-data-24h/maarten-van-roozendaal/1	19
final-data-24h/munir-said-thalib/1	9
final-data-24h/marie-colvin/1	2
final-data-24h/youssef-dawoud/1	6
final-data-24h/bill-stewart/1	5
final-data-24h/michael-manning/1	17
final-data-24h/andy-pafko/1	22
final-data-24h/milija-aleksic/1	10
final-data-24h/davey-jones/1	2
final-data-24h/don-james/1	22
final-data-24h/maita-gomez/1	7
final-data-24h/kobe-bryant/1	16
final-data-24h/ron-shock/1	5
final-data-24h/brad-drewett/1	17
final-data-24h/kurt-caselli/1	23
final-data-24h/tom-cruise/1	16
final-data-24h/alfie-biggs/1	4
final-data-24h/sjoerd-huisman/1	24
final-data-24h/eliana-tranchesi/1	2
final-data-24h/stefan-liv/1	9
final-data-24h/cliff-burton/2	9
final-data-24h/cliff-burton/3	21
final-data-24h/cliff-burton/1	2
final-data-24h/larry-king/1	12
final-data-24h/ilya-segalovich/1	19
final-data-24h/stanley-karnow/1	13
final-data-24h/bill-foulkes/1	23
final-data-24h/thompson-oliha/1	18
final-data-24h/soulja-boy/9	17
final-data-24h/soulja-boy/6	6
final-data-24h/soulja-boy/5	5
final-data-24h/soulja-boy/2	2
final-data-24h/soulja-boy/3	4
final-data-24h/soulja-boy/8	14
final-data-24h/soulja-boy/1	2
final-data-24h/soulja-boy/7	10
final-data-24h/soulja-boy/4	4
final-data-24h/katie-wagner/1	21
final-data-24h/amit-saigal/1	1
final-data-24h/mavis-batey/1	23
final-data-24h/jack-germond/1	20
final-data-24h/rudi-van-dantzig/1	1
final-data-24h/martin-richard/1	16
final-data-24h/elliott-carter/1	11
final-data-24h/omar-henry/1	14
final-data-24h/marcella-hazan/1	21
final-data-24h/heath-ledger/5	24
final-data-24h/heath-ledger/2	4
final-data-24h/heath-ledger/3	6
final-data-24h/heath-ledger/1	1
final-data-24h/heath-ledger/4	13
final-data-24h/trent-richardson/1	4
final-data-24h/neil-reed/1	7
final-data-24h/nicol-williamson/1	1
final-data-24h/robert-edwards/1	16
final-data-24h/michael-weiner/1	23
final-data-24h/bill-mazer/1	22
final-data-24h/patrick-dempsey/1	3
final-data-24h/jack-marshall/1	7
final-data-24h/lou-meyers/1	14
final-data-24h/darrent-williams/1	13
final-data-24h/bill-bell/1	14
final-data-24h/tracy-168/1	10
final-data-24h/anthony-sedlak/1	7
final-data-24h/festus-iyayi/1	23
final-data-24h/audrey-hepburn/1	13
final-data-24h/bob-anderson/1	1
final-data-24h/john-belushi/2	15
final-data-24h/john-belushi/1	3
final-data-24h/clarence-clemons/1	2
final-data-24h/etta-jones/1	1
final-data-24h/lou-bega/1	22
final-data-24h/neil-alden-armstrong/1	8
final-data-24h/alonso-lujambio/1	9
final-data-24h/helen-thomas/1	19
final-data-24h/jerry-garcia/2	20
final-data-24h/jerry-garcia/1	8
final-data-24h/shoya-tomizawa/1	21
final-data-24h/jiah-khan/1	18
final-data-24h/victor-cruz/1	11
final-data-24h/frank-white/2	15
final-data-24h/frank-white/1	3
final-data-24h/ashok-mehta/1	8
final-data-24h/warren-rudman/1	11
final-data-24h/bryan-forbes/1	17
final-data-24h/liam-payne/1	23
final-data-24h/meles-zenawi/1	8
final-data-24h/tim-taylor/1	16
final-data-24h/kathi-goertzen/1	8
final-data-24h/jeffrey-zaslow/1	2
final-data-24h/imants-ziedonis/1	14
final-data-24h/paul-smart/1	15
final-data-24h/alex-shapiro/1	16
final-data-24h/lee-richardson/2	17
final-data-24h/lee-richardson/1	5
final-data-24h/joseph-vincent/1	1
final-data-24h/patience-jonathan/1	19
final-data-24h/frank-tripucka/1	21
final-data-24h/mark-sloan/1	9
final-data-24h/alec-baldwin/1	18
final-data-24h/paul-harvey/1	14
final-data-24h/frederick-sanger/1	23
final-data-24h/george-thuo/1	23
final-data-24h/riccardo-garrone/1	13
final-data-24h/punch-gunalan/1	8
final-data-24h/frank-keating/1	13
final-data-24h/david-rakoff/1	8
final-data-24h/eiko-ishioka/1	1
final-data-24h/carolyn-cassady/1	21
final-data-24h/mike-shipley/1	19
final-data-24h/mike-riva/1	6
final-data-24h/ronald-dworkin/1	14
final-data-24h/ramon-dekkers/1	14
final-data-24h/sheila-whitaker/1	19
final-data-24h/bernie-mac/1	1
final-data-24h/rob-delaney/1	9
final-data-24h/alvarez-guedes/1	19
final-data-24h/roger-fisher/1	9
final-data-24h/aaron-morgan/1	19
final-data-24h/michael-davis/1	2
final-data-24h/pierre-mondy/1	9
final-data-24h/harrison-barnes/1	17
final-data-24h/paul-hunter/2	22
final-data-24h/paul-hunter/1	10
final-data-24h/jeffrey-smart/1	18
final-data-24h/richard-briers/1	14
final-data-24h/william-asher/1	7
final-data-24h/robert-earl/1	11
final-data-24h/paul-crouch/1	23
final-data-24h/james-mclaren/1	8
final-data-24h/doug-smith/1	12
final-data-24h/jade-goody/2	3
final-data-24h/jade-goody/3	15
final-data-24h/jade-goody/1	3
final-data-24h/frank-wess/1	22
final-data-24h/john-lord/1	7
final-data-24h/edd-gould/1	3
final-data-24h/jeanne-manford/1	13
final-data-24h/bella-swan/1	10
final-data-24h/herman-wallace/1	22
final-data-24h/nick-cannon/1	1
final-data-24h/mike-wallace/1	4
final-data-24h/mike-jackson/1	6
final-data-24h/greg-monroe/1	14
final-data-24h/dylan-thomas/1	23
final-data-24h/david-shannon/1	10
final-data-24h/miley-cyrus/2	17
final-data-24h/miley-cyrus/3	20
final-data-24h/miley-cyrus/1	8
final-data-24h/miley-cyrus/4	24
final-data-24h/chad-butler/2	24
final-data-24h/chad-butler/1	12
final-data-24h/maurice-sendak/1	5
final-data-24h/kevin-heffernan/1	13
final-data-24h/merv-neagle/1	8
final-data-24h/virginia-johnson/1	19
final-data-24h/joan-fontaine/1	24
final-data-24h/erica-andrews/1	15
final-data-24h/magnolia-shorty/1	21
final-data-24h/walter-de-maria/1	19
final-data-24h/donald-takayama/1	10
final-data-24h/steve-sabol/1	9
final-data-24h/zbigniew-karkowski/1	24
final-data-24h/campbell-gillies/1	6
final-data-24h/bruce-reynolds/1	14
final-data-24h/georgina-anderson/1	23
final-data-24h/peter-broadbent/1	22
final-data-24h/alex-marques/1	23
final-data-24h/steve-van-buren/1	8
final-data-24h/djalma-santos/1	19
final-data-24h/diana-nasution/1	22
final-data-24h/john-silber/1	9
final-data-24h/peter-parker/1	12
final-data-24h/nora-ephron/2	14
final-data-24h/nora-ephron/1	6
final-data-24h/les-blank/1	16
final-data-24h/keryn-jordan/1	22
final-data-24h/noboru-yamaguchi/1	16
final-data-24h/huang-wenyong/2	16
final-data-24h/huang-wenyong/1	16
final-data-24h/thomas-kinkade/1	4
final-data-24h/bob-brozman/1	16
final-data-24h/amy-winehouse/2	21
final-data-24h/amy-winehouse/1	2
final-data-24h/memphis-bleek/1	2
final-data-24h/alain-mimoun/1	18
final-data-24h/eriya-kategaya/1	15
final-data-24h/evan-chambers/1	24
final-data-24h/lloyd-brevett/1	5
final-data-24h/willis-wilson/1	23
final-data-24h/izwan-pilus/1	1
final-data-24h/poly-styrene/1	2
final-data-24h/manjula-vijayakumar/1	19
final-data-24h/billy-hardwick/1	23
final-data-24h/lisa-robin-kelly/1	20
final-data-24h/randy-savage/1	17
final-data-24h/sylvia-kristel/1	10
final-data-24h/billy-mays/1	18
final-data-24h/sylvia-browne/1	23
final-data-24h/michael-burks/1	5
final-data-24h/elton-john/2	5
final-data-24h/elton-john/3	20
final-data-24h/elton-john/1	1
final-data-24h/huell-howser/1	13
final-data-24h/hebe-camargo/1	9
final-data-24h/junior-murvin/1	24
final-data-24h/harvey-korman/1	18
final-data-24h/henri-dutilleux/1	17
final-data-24h/bobby-singh/1	12
final-data-24h/dj-pierre/1	12
final-data-24h/scott-kennedy/1	15
final-data-24h/richard-griffith/1	15
final-data-24h/metta-world-peace/1	4
final-data-24h/jan-ellis/1	14
final-data-24h/donald-dunn/1	5
final-data-24h/chrissy-amphlett/1	16
final-data-24h/mark-fisher/1	18
final-data-24h/goldie-harvey/1	14
final-data-24h/peter-osgood/2	15
final-data-24h/peter-osgood/1	3
final-data-24h/endang-rahayu-sedyaningsih/1	5
final-data-24h/trevor-ferguson/1	8
final-data-24h/jeff-buckley/2	17
final-data-24h/jeff-buckley/1	5
final-data-24h/wojciech-kilar/1	24
final-data-24h/wally-bell/1	22
final-data-24h/jimmy-castor/1	1
final-data-24h/jay-leggett/1	23
final-data-24h/bill-pertwee/1	17
final-data-24h/george-lopez/1	2
final-data-24h/kevin-ayers/1	14
final-data-24h/milo-o'shea/1	16
final-data-24h/david-weiss/1	4
final-data-24h/kirk-urso/1	8
final-data-24h/geoffrey-chaucer/1	24
final-data-24h/victor-spinetti/1	6
final-data-24h/horst-faas/1	5
final-data-24h/graham-o'connell/1	8
final-data-24h/farrah-fawcett/2	18
